Menu,Menubar,MENUITEM2,Page,Display only,Actions,7
ESTABLISH_COURSES,SETUP,ENROLLMENT_REQUIREMENTS,CRSE_RQRMNT_PARM,0,6,6
ESTABLISH_COURSES,SETUP,ENROLLMENT_REQUIREMENTS,REQUIREMENT_LINE_ITEM,0,6,6
ESTABLISH_COURSES,SETUP,ENROLLMENT_REQUIREMENTS,REQUIREMENT_LINE_ITEM_DETAIL,0,6,6
ESTABLISH_COURSES,SETUP,ENROLLMENT_REQUIREMENTS,CRSE_RQ_LINE_PARM,0,6,6
ESTABLISH_COURSES,SETUP,ENROLLMENT_REQUIREMENT_GROUPS,COURSE_REQUIS/RESTRICT,0,6,6
ESTABLISH_COURSES,SETUP,ENROLLMENT_REQUIREMENT_GROUPS,REQUIS/RESTRICT_PARAMETERS,0,6,6
ESTABLISH_COURSES,SETUP,ENROLLMENT_REQUIREMENT_GROUPS,REQUIS/RESTRICT_DETAIL,0,6,6
ESTABLISH_COURSES,SETUP,ENROLLMENT_REQUIREMENT_GROUPS,CRSE_RQS_DET_PRM,0,6,6
ESTABLISH_COURSES,SETUP,SSR_REQ_COND_TEST,SSR_REQ_COND_TEST,0,6,6
ESTABLISH_COURSES,SETUP,SSR_REQ_RPT_TYPE,SSR_ENR_RPT_TYPE,0,6,6
ESTABLISH_COURSES,SETUP,SSR_RQ_CONDITION,RQ_CONDITION,0,6,6
ESTABLISH_COURSES,SETUP,SSR_RQ_ENTITY_GRP,AA_IN_CONDITION1,0,6,6
ESTABLISH_COURSES,SETUP,SSR_VALID_STDNT_GR,SSR_VALID_STDNT_GR,0,6,6
ESTABLISH_COURSES,USE,COURSE_CATALOG,CRSE_OFFER_GL,0,6,6
ESTABLISH_COURSES,USE,COURSE_CATALOG,COURSE_CATALOG_DATA,0,6,6
ESTABLISH_COURSES,USE,COURSE_CATALOG,COURSE_CATALOG_OFFERINGS,0,6,6
ESTABLISH_COURSES,USE,COURSE_CATALOG,COURSE_CATALOG_COMPONENTS,0,6,6
ESTABLISH_COURSES,USE,COURSE_CATALOG,SSR_CRSECAT_MODAL,0,6,6
ESTABLISH_COURSES,USE,COURSE_CATALOG,SSR_CRS_MILESTN,0,6,6
ESTABLISH_COURSES,USE,COURSE_CATALOG,SSR_CRS_CAT_NZL,0,6,6
ESTABLISH_COURSES,USE,COURSE_CATALOG,CRSE_OFFER_GL_WRK,0,6,6
ESTABLISH_COURSES,USE,COURSE_CATALOG,RQS_CAT_WRK,0,6,6
ESTABLISH_COURSES,INQUIRE,COURSE_CATALOG_SUMMARY,COURSE_CATALOG_SUMMARY,0,6,6
ESTABLISH_COURSES,INQUIRE,ENROLLMENT_COURSELIST_SUMMARY,COURSELIST_SUMMARY,0,6,6
ESTABLISH_COURSES,INQUIRE,ENROLLMENT_REQUIREMENT_SUMMAR,REQUIREMENT_SUMMARY,0,6,6
ESTABLISH_COURSES,INQUIRE,ENROLLMENT_REQUIREMENT_SUMMAR,WORK_PANEL,0,6,6
MANAGE_ACADEMIC_RECORDS,USE,TERM_HISTORY,CUMULATIVE_STATISTICS,0,6,6
MANAGE_ACADEMIC_RECORDS,USE,TERM_HISTORY,STDNT_SESSION_WDWL,0,6,6
MANAGE_ACADEMIC_RECORDS,USE,TERM_HISTORY,TERM_STATISTICS,0,6,6
MANAGE_ACADEMIC_RECORDS,USE,TERM_HISTORY,ACAD_STDNG_ACTN,0,6,6
MANAGE_ACADEMIC_RECORDS,USE,TERM_HISTORY,STDNT_SPCL_GPA,0,6,6
MANAGE_ACADEMIC_RECORDS,USE,TERM_HISTORY,STDNT_GRD_REVIEW,0,6,6
MANAGE_ACADEMIC_RECORDS,USE,TERM_HISTORY,TERM_ACTIVATION_WORK_PANEL,0,6,6
MANAGE_ACADEMIC_RECORDS,USE,TERM_HISTORY,TERM_HISTORY_WRK,0,6,6
MANAGE_ACADEMIC_RECORDS,USE,TERM_HISTORY,WITHDRAWAL,0,6,6
TRACK_STUDENT_CAREERS,INQUIRE,STUDENT_CAREER,STUDENT_CAREER,0,6,6
TRACK_STUDENT_CAREERS,USE,STUDENT_GROUPS,STUDENT_GROUPS,0,6,6
TRACK_STUDENT_CAREERS,USE,STUDENT_PROGRAM_PLAN,CAN_RPT_STD_ENR,0,6,6
TRACK_STUDENT_CAREERS,USE,STUDENT_PROGRAM_PLAN,SSR_STD_PRG_AUS,0,6,6
TRACK_STUDENT_CAREERS,USE,STUDENT_PROGRAM_PLAN,STDNT_PROG_CAF,0,6,6
TRACK_STUDENT_CAREERS,USE,STUDENT_PROGRAM_PLAN,STDNT_PLAN_WRK,0,6,6
TRACK_STUDENT_CAREERS,USE,STUDENT_PROGRAM_PLAN,STDNT_ATTRIBUTES,0,6,6
TRACK_STUDENT_CAREERS,USE,STUDENT_PROGRAM_PLAN,STUDENT_DEGREE,0,6,6
TRACK_STUDENT_CAREERS,USE,STUDENT_PROGRAM_PLAN,STUDENT_SUB-PLAN,0,6,6
TRACK_STUDENT_CAREERS,USE,STUDENT_PROGRAM_PLAN,STUDENT_PLAN,0,6,6
TRACK_STUDENT_CAREERS,USE,STUDENT_PROGRAM_PLAN,STUDENT_PROGRAM,0,6,6
TRACK_STUDENT_CAREERS,USE,STUDENT_PROGRAM_PLAN,SSR_STDNT_PLAN_WK2,0,6,6
TRACK_STUDENT_CAREERS,USE,STUDENT_PROGRAM_PLAN,SCC_STDNTCTR_WORK,0,6,6
CC_BIO_DEMO_DATA_STDNT,USE,EMERGENCY_CONTACTS,SCC_EMERG_CNTCT2,0,2,2
CC_BIO_DEMO_DATA_STDNT,USE,EMERGENCY_CONTACTS,SCC_EMERG_CNTCT1,0,2,2
CC_BIO_DEMO_DATA_STDNT,USE,ETHNICITY_DETAIL,ETHNICITY_DETAIL,0,2,2
CC_BIO_DEMO_DATA_STDNT,USE,SCC_LANGUAGES_PERS,SCC_LANGUAGES,0,2,2
CC_BIO_DEMO_DATA_STDNT,USE,WORK_EXPERIENCE,PRIOR_WORK_EXP_SA,0,2,2
CC_SERVICES_DATA_STDNT,USE,DECEDENT_DATA,SA_DECEASED_DATA,0,2,2
CC_BIO_DEMO_DATA_STDNT,USE,SCC_BIO_DEMO,SCC_BIO_DEMO_ADDR,0,6,6
CC_BIO_DEMO_DATA_STDNT,USE,SCC_BIO_DEMO,SCC_BIO_DEMO_PERS,0,6,6
CC_BIO_DEMO_DATA_STDNT,USE,SCC_BIO_DEMO,SCC_HE_PERSON_RES,0,6,6
CC_BIO_DEMO_DATA_STDNT,USE,SCC_BIO_DEMO,SCC_PERSONAL_INFO,0,6,6
CC_BIO_DEMO_DATA_STDNT,USE,SCC_BIO_DEMO,SCC_BIO_DEMO_REG,0,6,6
CC_BIO_DEMO_DATA_STDNT,USE,SCC_BIO_DEMO,SCC_BIO_DEMO_CITI,0,6,6
CC_BIO_DEMO_DATA_STDNT,USE,SCC_BIO_DEMO,SCC_HE_PERSON,0,6,6
CC_BIO_DEMO_DATA_STDNT,USE,SCC_BIO_DEMO,SCC_BIO_DEMO_VISA,0,6,6
CC_BIO_DEMO_DATA_STDNT,INQUIRE,SCC_ADDR_PERS_INQ,SCC_ADDR_PERS_INQ,0,8,8
CC_BIO_DEMO_DATA_STDNT,INQUIRE,SCC_EADDR_PERS_INQ,SCC_EADDR_PERS_INQ,0,8,8
CC_BIO_DEMO_DATA_STDNT,INQUIRE,SCC_NAMES_INQ,SCC_NAMES_INQ,0,8,8
CC_BIO_DEMO_DATA_STDNT,INQUIRE,SCC_PHONE_PERS_INQ,SCC_PHONE_PERS_INQ,0,8,8
UC_SFA_EA_TESTER,USE,UC_SFA_EA_TESTER,UC_SFA_EA_TESTER,0,1,1
SCC_TASK_MGMT,USE,SCC_TM_TASK_LOG,SCC_TM_TASK_LOG,0,1,1
MANAGE_CHECKLISTS,INQUIRE,CHECKLIST_SUMMARY,CHECKLIST_SUMMARY,0,2,2
MANAGE_CHECKLISTS,INQUIRE,CHECKLIST_SUMMARY,OPERATOR_3C_GROUPS,0,2,2
MANAGE_CHECKLISTS,INQUIRE,TRACKING_INQUIRY,TRACKING_INQUIRY,0,2,2
MANAGE_CHECKLISTS,INQUIRE,TRACKING_SUMMARY,TRACKING_SUMMARY,0,2,2
CREATE_COMMENTS,INQUIRE,COMMENT_DETAIL,COMMENT_DETAIL,0,2,2
CREATE_COMMENTS,INQUIRE,COMMENT_SUMMARY,OPERATOR_3C_GROUPS_SUM,0,2,2
CREATE_COMMENTS,INQUIRE,COMMENT_SUMMARY,COMMENT_SUMMARY,0,2,2
CCI_COMMUNICATION_CENTER,FLUID,CCI_COMM_CENTR_LNC,CCI_COMM_CENTR_LNC,0,2,2
CCI_COMMUNICATION_CENTER,USE,CCI_COMM_MSG_APPLY,CCI_COMM_MSG_APPLY,0,2,2
MANAGE_COMMUNICATIONS,INQUIRE,COMMUNICATION_DETAIL,COMMUNICATION_DETAIL_1,0,2,2
MANAGE_COMMUNICATIONS,INQUIRE,COMMUNICATION_DETAIL,COMM_RECPNT_DATA,0,2,2
MANAGE_COMMUNICATIONS,INQUIRE,COMMUNICATION_SUMMARY,COMMUNICATION_SUMMARY,0,2,2
MANAGE_COMMUNICATIONS,INQUIRE,COMMUNICATION_SUMMARY,OPERATOR_3C_GROUPS_SUM,0,2,2
MANAGE_COMMUNICATIONS,INQUIRE,COMM_LTR_DATA,COMM_LTR_DATA,0,2,2
MANAGE_COMMUNICATIONS,INQUIRE,COMM_LTR_DATA,COMM_RECPNT_DATA,0,2,2
MANAGE_COMMUNICATIONS,INQUIRE,ORG_COMMUNICATION_SUMMARY,&ORG_COMMUNICATION_SUMMARY,0,2,2
MANAGE_COMMUNICATIONS,INQUIRE,ORG_COMMUNICATION_SUMMARY,OPR_GRP_3C_SUM,0,2,2
MANAGE_COMMUNICATIONS,INQUIRE,ORG_COMM_LTR_DATA,ORGCOMM_LTR_DATA,0,2,2
MANAGE_COMMUNICATIONS,INQUIRE,ORG_DTL,ORGANIZATION_COMMUNICATION,0,2,2
MANAGE_COMMUNICATIONS,INQUIRE,ORG_DTL,ORGANIZATION_COMM_RECIPIENTS,0,2,2
CCI_COMMUNICATION_CENTER,FLUID,CCI_COMM_CENTR_LNC,CCI_COMM_CENTR_LNC,0,2,2
APPLY_FOR_FINANCIAL_AID,USE,STUDENT_AID_YEAR_ACTIVATION,AID_YEAR_ACTIVATION,0,2,2
CC_IDENTIFICATION_DATA_STDNT,USE,CITIZENSHIP_PASSPORT_DATA,LS_CITIZEN_PASSPRT,0,2,2
CSU_FINANCIAL_AID,USE,CSU_CGI_SUSP_24,CSU_CGI_SUSP_24,0,2,2
CSU_FINANCIAL_AID,USE,CSU_CGI_SUSP_16,CSU_CGI_SUSP_16,0,2,2
CSU_FINANCIAL_AID,USE,CSU_CGI_SUSP_17,CSU_CGI_SUSP_17,0,2,2
CSU_FINANCIAL_AID,USE,CSU_CGI_SUSP_18,CSU_CGI_SUSP_18,0,2,2
CSU_FINANCIAL_AID,USE,CSU_CG_GPA_BTH_DTL,CSU_CG_GPA_BTH_DTL,0,2,2
CSU_FINANCIAL_AID,USE,CSU_CG_LOOKUP,CSU_CG_LKUP2,0,2,2
CSU_FINANCIAL_AID,USE,CSU_CG_LOOKUP,CSU_CG_LKUP1,0,2,2
CSU_FINANCIAL_AID,USE,CSU_CG_LOOKUP,CSU_CG_LKUP4,0,2,2
CSU_FINANCIAL_AID,USE,CSU_CG_LOOKUP,CSU_CG_LKUP5,0,2,2
CSU_FINANCIAL_AID,USE,CSU_CG_LOOKUP,CSU_CG_LKUP3,0,2,2
CSU_FINANCIAL_AID,USE,CSU_MCS_CHANGES,CSU_MCS_CHG_2,0,2,2
CSU_FINANCIAL_AID,USE,CSU_MCS_CHANGES,CSU_MCS_CHG_1,0,2,2
CSU_FINANCIAL_AID,USE,CSU_MCS_CHANGES,CSU_MCS_CHG_4,0,2,2
CSU_FINANCIAL_AID,USE,CSU_MCS_CHANGES,CSU_MCS_CHG_3,0,2,2
CSU_FINANCIAL_AID,USE,CSU_MCS_ROSTER,CSU_MCS_STG_2,0,2,2
CSU_FINANCIAL_AID,USE,CSU_MCS_ROSTER,CSU_MCS_OUT_1,0,2,2
CSU_FINANCIAL_AID,USE,CSU_MCS_ROSTER,CSU_MCS_STG_4,0,2,2
CSU_FINANCIAL_AID,USE,CSU_MCS_ROSTER,CSU_MCS_STG_3,0,2,2
CSU_FINANCIAL_AID,MENUITEM3,CSU_CG_AJRC_CMPT,CSU_CG_AJRC_TABLE,0,2,2
CSU_FINANCIAL_AID,MENUITEM3,CSU_CG_INSTALL,CSU_CG_INSTALL,0,2,2
CSU_FINANCIAL_AID,MENUITEM3,CSU_CG_PYSTAT_CMPT,CSU_CG_PYSTA_TABLE,0,2,2
CSU_FINANCIAL_AID,MENUITEM3,CSU_CG_SRCHPARM_1,CSU_CG_EVENT_SETUP,0,2,2
CSU_FINANCIAL_AID,MENUITEM3,CSU_CG_SRCHPARM_1,CSU_CG_CEILINGS,0,2,2
CSU_FINANCIAL_AID,MENUITEM3,CSU_CG_SRCHPARM_1,CSU_CG_ISIR_SETUP,0,2,2
CSU_FINANCIAL_AID,MENUITEM3,CSU_CG_SRCHPARM_1,CSU_CG_SRCHPARM,0,2,2
CSU_FINANCIAL_AID,MENUITEM3,CSU_CG_SRCHPARM_1,CSU_CG_SRCH_PARMS,0,2,2
CSU_FINANCIAL_AID,MENUITEM5,CSU_CG_REJECT_DATA,CSU_CG_REJT_DAT_VW,0,2,2
CSU_FINANCIAL_AID,MENUITEM5,CSU_CG_SCHOOL_CHNG,CSU_CG_SCHOOL_CHNG,0,2,2
CSU_FINANCIAL_AID,MENUITEM5,CSU_FA_CG_ACP_REJ,CSU_CG_ACP_REJ_RPT,0,2,2
CSU_FINANCIAL_AID,USE,CSU_CGI_ECQUEUE,CSU_CGI_ECQUEUE,0,2,2
CSU_FINANCIAL_AID,USE,CSU_CGI_SUSP_23,CSU_CGI_SUSP_23,0,2,2
CSU_FINANCIAL_AID,USE,CSU_CGI_SUSP_19,CSU_CGI_SUSP_19,0,2,2
CSU_FINANCIAL_AID,USE,CSU_CGI_SUSP_25,CSU_CGI_SUSP_25,0,2,2
CU_FINANCIAL_AID,USE,CU_PLS_LOAN_APP,CU_PLS_LOAN_APPBR,0,2,2
CU_FINANCIAL_AID,USE,CU_PLS_LOAN_APP,CU_PLS_LOAN_APPBID,0,2,2
CU_FINANCIAL_AID,USE,CU_PLS_LOAN_APP,CU_PLS_LOAN_APP,0,2,2
DESIGN_FINANCIAL_AID1,INQUIRE,EQTN_RUN_RESULTS,EQTN_GLOBAL_VAR,0,2,2
DESIGN_FINANCIAL_AID1,INQUIRE,EQTN_RUN_RESULTS,EQTN_MSG_WRK,0,2,2
DESIGN_FINANCIAL_AID1,INQUIRE,EQTN_RUN_RESULTS,EQTN_PRCS_MSGS,0,2,2
DESIGN_FINANCIAL_AID1,SETUP_F-K,ISIR_MESSAGE_TABLES,ISIR_COMMENTS,0,2,2
DESIGN_FINANCIAL_AID1,SETUP_F-K,ISIR_MESSAGE_TABLES,ISIR_REJECT_REASONS,0,2,2
DESIGN_FINANCIAL_AID1,SETUP_F-K,ISIR_MESSAGE_TABLES,ISIR_REJECT24_TBL,0,2,2
DESIGN_FINANCIAL_AID1,INQUIRE,EQUATION_VIEW,SCC_EQUATION_VIEW,0,2,2
DESIGN_FINANCIAL_AID1,PROCESS,UPD_STDNT_AID_ATTR,RUNCNTL_FA_UPDT,0,2,2
DESIGN_FINANCIAL_AID1,SETUP_A-B,ADMIT_LEVEL_ASSOCIATIONS,ADMIT_LVL_TBL,0,2,2
DESIGN_FINANCIAL_AID1,SETUP_A-B,AGGR_LVL_XREF,AGGR_LVL_XREF,0,2,2
DESIGN_FINANCIAL_AID1,SETUP_A-B,AID_YEAR_TABLE,AID_YEAR_TABLE,0,2,2
DESIGN_FINANCIAL_AID1,SETUP_A-B,AWARD_ADJUST_REASONS,ADJUSTMENT_REASONS,0,2,2
DESIGN_FINANCIAL_AID1,SETUP_A-B,BUDGET_CATEGORY_TABLE,BUDGET_CATEGORY_TABLE,0,2,2
DESIGN_FINANCIAL_AID1,SETUP_A-B,BUDGET_ITEM_TABLE,BUDGET_ITEM_TABLE,0,2,2
DESIGN_FINANCIAL_AID1,SETUP_A-B,SFA_AGGR_AREA_XREF,SFA_AGGR_AREA_XREF,0,2,2
DESIGN_FINANCIAL_AID1,SETUP_C-E,DISBURSEMENT_ID_TABLE,DISBURSEMENT_ID_TABLE,0,2,2
DESIGN_FINANCIAL_AID1,SETUP_C-E,DISBURSEMENT_PLAN_TABLE,DISBURSEMENT_PLAN_TABLE,0,2,2
DESIGN_FINANCIAL_AID1,SETUP_C-E,DISBURSEMENT_SPLIT_CODES,DISBURSEMENT_SPLIT_CODES,0,2,2
DESIGN_FINANCIAL_AID1,SETUP_C-E,EQTN_TEST_DATA,EQTN_TEST_DATA,0,2,2
DESIGN_FINANCIAL_AID1,SETUP_C-E,PROCESS_COMMIT,PROCESS_COMMIT,0,2,2
DESIGN_FINANCIAL_AID1,SETUP_C-E,SCC_EQTNPOPSELPARM,SCC_EQTN_POP_PARM,0,2,2
DESIGN_FINANCIAL_AID1,SETUP_C-E,SFA_COD_EDIT_CODE,SFA_COD_EDIT_CODE,0,2,2
DESIGN_FINANCIAL_AID1,SETUP_C-E,SFA_EA_DEFN,SFA_EA_TYPE,0,2,2
DESIGN_FINANCIAL_AID1,SETUP_C-E,SFA_EA_DEFN_SRCE,SFA_EA_SOURCE,0,2,2
DESIGN_FINANCIAL_AID1,SETUP_C-E,SFA_EA_TYPE_XREF,SFA_EA_TYPE_XREF,0,2,2
DESIGN_FINANCIAL_AID1,SETUP_C-E,SPLIT_CODES_FOR_DISBURSE_IDS,SPLIT_CODES_FOR_DISBURSE_IDS,0,2,2
DESIGN_FINANCIAL_AID1,SETUP_F-K,FANLTR_FORM_TYPE,FANLTR_FORM_TYPE,0,2,2
DESIGN_FINANCIAL_AID1,SETUP_F-K,FA_ECTRANS,FA_ECTRANS,0,2,2
DESIGN_FINANCIAL_AID1,SETUP_F-K,FILE_LOAD_CONTROL,CSL_CONTROL,0,2,2
DESIGN_FINANCIAL_AID1,SETUP_F-K,INAS_ASMPTN_CODES,INAS_FM_ASMPTN,0,2,2
DESIGN_FINANCIAL_AID1,SETUP_F-K,INAS_ASMPTN_CODES,INAS_IM_ASMPTN,0,2,2
DESIGN_FINANCIAL_AID1,SETUP_F-K,INST_CROSS_REFERENCE,INST_CROSS_REFERENCE,0,2,2
DESIGN_FINANCIAL_AID1,SETUP_F-K,ISIR_SAR_CROSS_REFERENCE,ISIR/SAR_CROSS_REFERENCE,0,2,2
DESIGN_FINANCIAL_AID1,SETUP_F-K,ISIR_VERIF_XREF,ISIR_VERIF_XREF,0,2,2
DESIGN_FINANCIAL_AID1,SETUP_C-E,EFC_ASMPTN_CODES,SFA_FM_ASMPTN,0,2,2
DESIGN_FINANCIAL_AID1,SETUP_C-E,EFC_ASMPTN_CODES,INAS_FM_ASMPTN,0,2,2
DESIGN_FINANCIAL_AID1,SETUP_C-E,EFC_ASMPTN_CODES,INAS_IM_ASMPTN,0,2,2
DESIGN_FINANCIAL_AID1,SETUP_F-K,FISCAL_ITEM_TYPES,SETUP_FISCAL_ITEM_TYPE,0,2,2
DESIGN_FINANCIAL_AID1,SETUP_F-K,FISCAL_ITEM_TYPES,STATUS_FISCAL_ITEM_TYPE,0,2,2
DESIGN_FINANCIAL_AID1,SETUP_F-K,FISCAL_ITEM_TYPES,ITEM_TYPE_FISCAL_NOTES,0,2,2
DESIGN_FINANCIAL_AID2,SETUP R-Z,VALID_CAREERS_FOR_AID_YEAR,VALID_CAREERS_FOR_AID_YEAR,0,2,2
DESIGN_FINANCIAL_AID2,SETUP R-Z,VALID_TERMS_FOR_CAREER,VALID_TERMS_FOR_CAREER,0,2,2
DESIGN_FINANCIAL_AID2,SETUP_L-M,LN_DL_INST_PARM,LN_DL_INST_PARM,0,2,2
DESIGN_FINANCIAL_AID2,SETUP_N-P,NSLDS_CODES,NSLDS_CODE_TABLE,0,2,2
DESIGN_FINANCIAL_AID2,SETUP_N-P,PELL_ATTENDING,PELL_ATTENDING,0,2,2
DESIGN_FINANCIAL_AID2,SETUP_N-P,PELL_COMM_CD_TABLE,PELL_COMM_CD_TABLE,0,2,2
DESIGN_FINANCIAL_AID2,SETUP_N-P,PELL_SETUP_PNL,PELL_INST_ADDRESS,0,2,2
DESIGN_FINANCIAL_AID2,SETUP_N-P,PELL_SETUP_PNL,PELL_SETUP_PNL,0,2,2
DESIGN_FINANCIAL_AID2,SETUP_N-P,PRCSDEMOTBL,FA_PRCSDEMO_TBL,0,2,2
DESIGN_FINANCIAL_AID2,INQUIRE,DISB_AUTH_CAL_SUMRY,AUTH_CAL_SUMRY,0,2,2
DESIGN_FINANCIAL_AID2,INQUIRE,DISB_AUTH_CAL_SUMRY,DISB_CAL_SUMRY,0,2,2
DESIGN_FINANCIAL_AID2,SETUP R-Z,AID_YEAR_PROGRAM,AID_YEAR_PROGRAM,0,2,2
DESIGN_FINANCIAL_AID2,SETUP R-Z,SCHOOL_CODES_FOR_INSTITUTION,SCHOOL_CODES_FOR_INSTITUTION,0,2,2
DESIGN_FINANCIAL_AID2,SETUP R-Z,SFA_SULA_LD_TBL,SFA_SULA_LD_TBL,0,2,2
DESIGN_FINANCIAL_AID2,SETUP R-Z,SS_FA_LOAN_STATUS,SS_FA_LOAN_STAT,0,2,2
DESIGN_FINANCIAL_AID2,SETUP R-Z,TERM_VALUES_XREF,TERM_VALUES_XREF,0,2,2
EXCHANGE_FIN_AID_DATA,USE,SEND_SIGNATURE,ISIR_SIGNATURE,0,2,2
EXCHANGE_FIN_AID_DATA,USE,NSLDS_CHANGE_RVW,NSLDS_CHANGE_RVW,0,2,2
EXCHANGE_FIN_AID_DATA,USE,SFA_NSLDS_SUSP_MGM,NSLDS_SUSP_MGMT,0,2,2
EXCHANGE_FIN_AID_DATA,PROCESS2,SFA_PF_DELETE,PROF_DELETE,0,2,2
EXCHANGE_FIN_AID_DATA,INQUIRE,SFA_PF_IN_LOAD,SFA_PF_IN_LOAD,0,2,2
EXCHANGE_FIN_AID_DATA,INQUIRE,ISIR_24_IN_SRCH,ISIR_24_IN_SRCH,0,2,2
EXCHANGE_FIN_AID_DATA,INQUIRE,ISIR_24_OUT_REPORT,ISIR_24_OUTBOUND,0,2,2
EXCHANGE_FIN_AID_DATA,INQUIRE,ISIR_EDI_CORR_24,ISIR_CORR_HD_TEST,0,2,2
